duration,pkt_count,byte_count,src2dst_pkts,dst2src_pkts,mean_pkt_size,tcp_syn,tcp_rst,label
66.66,1034,1773238,1087,723,580.42,0,1,normal
295.95,1707,4670244,2169,1687,1051.63,1,1,normal
134.14,3044,1722350,1761,1685,1045.74,0,0,normal
196.31,4492,9155912,1683,2068,1204.4,0,5,normal
37.81,2710,3238987,2079,1658,1306.65,0,3,normal
276.96,792,7117635,2299,880,1223.39,0,1,normal
180.97,2356,3277154,1347,1613,1183.14,1,2,normal
257.3,2025,1256117,1700,1025,580.74,0,3,normal
41.67,91,5966917,1458,2093,511.36,0,4,normal
90.26,1534,2428219,1736,2378,1369.11,0,1,normal
159.52,3780,4861013,2407,1958,631.28,1,0,normal
239.92,1018,5911270,1283,1998,1042.88,1,0,normal
51.99,3414,4672839,2253,712,784.92,1,0,normal
187.81,382,3914420,1020,1360,1401.43,0,4,normal
36.39,2349,535512,2325,761,1458.89,0,2,normal
277.67,2954,3480182,1470,145,1117.79,1,4,normal
207.7,1561,6062996,541,332,1318.75,0,2,normal
16.66,3447,9294190,2320,100,1340.18,0,4,normal
119.8,1312,7342630,1795,1033,512.25,0,5,normal
266.97,1488,6673040,1499,1013,810.33,1,1,normal
267.09,3548,3810419,1519,126,1424.43,1,4,normal
123.23,971,8931450,166,922,1483.68,1,0,normal
228.72,1385,5540223,565,1476,1201.99,0,1,normal
212.9,4030,186459,1668,643,736.35,1,4,normal
76.01,2459,8842941,1809,601,950.67,0,5,normal
195.3,3878,2247200,1001,2411,1255.08,0,2,normal
17.3,4757,261294,1975,1058,830.59,0,1,normal
60.14,4141,2567893,2128,1611,1306.34,0,0,normal
177.7,3433,4805373,882,44,1110.16,1,4,normal
256.67,3882,9454640,1555,1520,988.5,0,5,normal
147.62,4003,6361011,997,127,859.41,0,5,normal
45.72,2829,8474311,1922,1929,1478.34,1,3,normal
202.06,4101,4538084,405,2305,961.78,0,5,normal
94.57,3984,1422287,2461,881,847.06,1,3,normal
177.93,643,3846638,830,2425,1465.82,1,3,normal
151.54,4382,5124189,1351,1414,1464.51,0,0,normal
226.32,3263,150932,56,2091,1364.61,1,3,normal
94.74,283,8935084,934,591,829.08,0,0,normal
277.32,1807,2812023,514,332,1367.17,1,1,normal
162.95,3398,225623,1538,1000,1034.37,0,5,normal
66.61,4940,8131515,1851,952,1314.16,0,3,normal
180.16,238,2288500,1996,1933,844.01,0,4,normal
3.64,123,8888447,498,201,1400.25,1,1,normal
112.74,3452,6359760,475,259,697.2,0,2,normal
279.26,3046,9678111,2254,1998,1032.6,1,3,normal
123.24,4296,2216015,432,1577,916.37,1,2,normal
295.42,4199,855758,1604,157,525.9,1,2,normal
88.36,912,4555129,658,70,1466.8,1,4,normal
223.26,1857,7826971,1715,2091,1474.78,1,3,normal
284.77,4790,1380886,1841,1730,1035.59,0,2,normal
27.82,1431,1368099,2294,2326,1022.35,0,2,normal
5.79,3775,6889897,893,65,1378.36,0,4,normal
296.51,4882,4972015,498,1164,1443.99,0,4,normal
90.65,2004,9393347,2457,1318,1107.36,0,2,normal
33.28,962,4098746,1166,1468,635.01,0,4,normal
25.52,4898,6383175,349,1539,890.0,0,2,normal
12.85,3953,4130784,64,2163,1391.3,1,1,normal
229.61,69,2047950,301,2452,1432.06,1,5,normal
208.25,1418,7662957,1726,73,1315.19,1,0,normal
241.95,3496,1162280,499,421,1026.72,0,4,normal
164.3,3255,3046737,2082,1191,850.25,0,4,normal
107.4,156,9356049,688,307,535.84,1,2,normal
51.92,1638,100903,250,2436,1241.97,1,5,normal
148.52,1975,2034749,689,859,741.58,0,5,normal
293.58,3096,2853809,1030,2484,547.98,1,2,normal
86.92,3982,9593878,2022,863,1233.42,1,2,normal
261.17,979,9777731,2189,142,1346.89,0,5,normal
75.07,212,5429156,101,1370,719.68,0,5,normal
68.04,3098,7102612,2171,478,687.34,1,5,normal
136.52,1985,3385833,695,2217,810.43,0,3,normal
79.44,1159,7673264,1771,1562,1162.75,1,0,normal
185.5,3181,4618095,1691,584,685.79,1,4,normal
233.92,373,6636888,1378,471,913.92,1,5,normal
233.97,3875,4233271,1473,531,1083.33,1,2,normal
104.14,4004,4955934,283,1274,574.6,0,3,normal
105.35,4286,154879,1097,1366,1061.62,0,4,normal
37.46,4393,6291325,1135,954,518.87,0,5,normal
141.01,318,4113089,1602,1362,1006.14,0,2,normal
192.49,4236,160343,849,1533,1483.13,0,1,normal
111.91,4376,3073435,321,117,993.12,1,2,normal
206.23,993,8024396,942,2175,673.02,1,3,normal
94.25,2137,6883585,111,1075,716.94,0,0,normal
183.77,4555,8316413,1119,1290,1491.99,0,0,normal
199.43,349,9214449,1506,2239,746.31,1,0,normal
30.1,3214,3551628,2351,2090,647.0,1,0,normal
129.4,404,2227042,2367,2420,1072.42,1,3,normal
91.74,3623,1399131,948,1094,1175.37,1,0,normal
215.84,2255,65723,2286,686,1154.19,0,0,normal
247.28,3134,8826829,2496,821,1261.29,1,0,normal
268.56,2172,1999602,1260,635,1440.09,0,2,normal
44.35,2923,947437,2200,123,1005.18,0,3,normal
33.21,4148,3517112,1965,1640,1417.22,0,2,normal
36.85,2593,9807385,2239,760,930.22,0,1,normal
195.27,2067,5870729,1429,2478,1055.23,0,4,normal
224.84,4599,4740300,340,597,1431.02,0,1,normal
293.82,3501,6643003,850,1044,1250.73,1,5,normal
281.22,1638,7136513,1438,560,518.58,0,1,normal
127.17,3636,1457789,949,250,1175.39,1,5,normal
9.34,3922,3386301,1977,1678,913.18,0,2,normal
280.97,2220,6810306,2329,2207,647.3,1,5,normal
140.6,527,8901285,1683,938,1379.08,1,3,normal
13.74,2710,2283810,1909,1152,514.8,0,3,normal
297.23,2174,5357659,2100,181,1462.1,1,3,normal
133.4,3172,4693277,2479,1196,1049.13,0,0,normal
210.05,4992,8625970,898,1264,511.52,1,2,normal
250.2,1194,8892956,2004,1006,1035.36,0,0,normal
207.55,3954,1453857,1975,2458,1119.9,1,5,normal
37.87,711,1538793,969,1287,1136.06,1,4,normal
185.4,3568,3582318,315,1305,625.07,1,0,normal
267.87,3877,9024868,2388,507,602.08,0,1,normal
97.77,2677,2044682,1655,1490,1299.98,1,1,normal
246.69,4116,92612,2379,1801,1198.07,1,1,normal
84.91,4998,9604269,1156,2271,1170.7,0,3,normal
36.35,136,4971936,1916,1952,528.0,1,2,normal
200.1,226,2017118,621,1156,1029.8,1,4,normal
99.33,3486,5802355,1603,689,1022.37,1,2,normal
163.26,3290,5136973,172,1632,1257.33,1,2,normal
111.59,1708,4278114,653,1729,1232.77,0,4,normal
271.13,1220,264711,304,797,687.11,1,3,normal
98.86,4320,8121251,1246,2306,824.7,0,4,normal
179.31,371,3275104,2200,940,641.9,1,3,normal
109.04,1852,5956021,1270,2460,920.69,1,3,normal
237.0,2717,8036756,1161,118,707.72,0,2,normal
146.59,2447,9472272,1739,630,1063.94,0,3,normal
114.28,4982,4709755,642,193,998.84,0,0,normal
226.73,1710,1712720,394,2234,676.63,0,2,normal
53.16,1335,2891992,1314,1583,522.73,0,2,normal
54.23,2949,4350253,1783,1623,638.54,0,5,normal
187.84,3832,9489407,937,2435,1333.67,0,4,normal
153.24,1705,3952401,2103,686,1226.88,1,2,normal
5.01,182,2941633,2249,2385,734.86,0,3,normal
236.0,1259,7588748,1402,1365,823.34,0,5,normal
142.03,3365,5896158,1128,1581,648.87,0,3,normal
282.69,3972,1607254,206,957,1052.46,0,0,normal
10.4,3161,3013355,683,51,859.88,0,5,normal
121.93,2118,4359746,284,2459,973.18,0,4,normal
166.26,3392,6270059,548,916,1295.9,1,4,normal
120.3,4885,9585396,328,2036,1033.97,1,1,normal
40.71,4680,7770643,1095,44,508.79,1,3,normal
188.53,4947,4464643,752,2095,1452.59,0,4,normal
219.12,2246,2616849,2308,1318,664.25,1,4,normal
263.33,988,862872,1041,640,825.33,0,4,normal
15.27,3611,2951764,366,2126,595.28,0,5,normal
63.47,4698,2580707,763,1808,1301.69,1,3,normal
292.2,2761,9085133,2335,1775,848.7,0,2,normal
249.52,4576,5130058,1212,2098,1293.91,1,0,normal
69.3,4725,8025478,44,540,1059.43,1,1,normal
116.66,1077,3283462,1756,1862,745.73,0,4,normal
56.97,1307,9089454,2065,641,1380.4,0,0,normal
210.64,143,1278924,2194,2011,1102.4,1,3,normal
202.15,4769,376760,606,715,737.16,0,2,normal
69.67,3950,9635478,260,2150,995.02,0,1,normal
59.75,369,4690859,477,1449,758.52,0,4,normal
78.04,2753,6992675,152,2233,973.08,0,1,normal
177.93,1692,1292946,1814,961,644.51,0,5,normal
42.95,2129,3144501,2165,2242,722.39,1,2,normal
217.28,4243,9137739,381,796,860.55,1,1,normal
287.65,268,4556095,669,292,1063.59,0,2,normal
75.5,1067,8166763,114,1272,1220.25,1,5,normal
265.53,4140,3475004,2381,1480,919.07,1,3,normal
87.07,1656,512850,1711,1348,720.69,1,0,normal
297.64,1746,1448271,559,190,502.48,0,5,normal
294.65,3077,9515116,1818,2385,945.96,0,3,normal
223.06,2312,3586008,2370,2059,794.35,0,3,normal
99.66,2425,1584451,991,1769,1310.76,0,4,normal
51.09,3797,2180336,1174,594,1262.1,0,3,normal
126.28,2979,9415646,2424,755,600.18,0,2,normal
286.02,464,4863842,1265,954,1167.15,0,0,normal
214.25,163,5705552,802,2269,1284.18,1,4,normal
241.43,1882,8208423,2089,1427,821.72,0,0,normal
82.54,4167,4260578,1040,1882,603.41,0,5,normal
97.29,3027,9436082,845,1839,1441.55,1,3,normal
99.35,4157,9538222,1252,1906,1335.87,0,5,normal
120.64,1600,8652487,1804,412,1320.61,0,2,normal
124.7,3256,8507712,1427,1740,1354.08,0,4,normal
275.39,1944,450790,717,1194,1041.9,1,4,normal
20.66,3845,1134024,52,324,535.85,0,1,normal
95.1,1907,2185822,42,367,578.18,1,1,normal
57.66,4203,9561341,635,1271,1494.09,0,5,normal
227.94,1080,7940189,971,1532,998.98,0,5,normal
142.38,2595,5090895,1968,1644,932.13,1,0,normal
137.69,776,554480,780,93,1323.12,1,5,normal
224.64,1534,4907701,1258,2055,1497.26,1,0,normal
43.2,4097,381874,1494,223,747.53,0,0,normal
250.69,4278,6383712,650,426,858.27,0,3,normal
45.73,63,64068,1867,153,1431.37,0,3,normal
16.82,3382,1634889,391,1277,544.39,1,1,normal
25.66,4885,2058746,597,1079,1326.72,0,5,normal
49.11,1965,5200987,399,707,880.14,1,4,normal
197.38,1508,7979210,640,1338,1455.56,0,5,normal
1.17,2413,5364036,1506,968,1075.46,1,2,normal
55.96,4465,3581773,2233,1252,1420.42,0,3,normal
204.44,3635,6788836,2438,2064,780.96,1,3,normal
52.28,4472,9128045,1510,1076,628.45,1,3,normal
51.34,1446,7731747,480,2474,1181.09,0,1,normal
241.77,3756,4574878,1288,173,905.63,1,1,normal
205.53,4346,3962090,552,1054,1226.16,1,2,normal
23.51,3443,7137304,856,2299,1152.96,0,4,normal
247.0,189,9021138,250,630,518.44,1,0,normal
292.48,3147,2440968,131,963,503.74,0,0,normal
104.46,1161,4531059,1474,35,1196.87,1,5,normal
212.91,4725,6345263,1217,1766,1193.82,1,1,normal
95.66,4886,9729111,2077,659,716.98,1,0,normal
213.35,4846,3008034,30,1696,1243.23,1,4,normal
90.27,1199,5304152,1351,1885,1209.46,0,3,normal
230.23,2766,6607845,802,1793,1156.82,0,2,normal
76.31,81,2460189,2234,1976,1396.04,1,4,normal
255.62,1059,3956514,63,1720,591.18,1,0,normal
21.01,2984,25504,1509,582,548.36,0,3,normal
105.67,4523,5261813,532,272,1403.25,1,4,normal
232.05,4869,1123689,1787,787,1158.7,0,4,normal
164.8,1213,9395918,88,1456,531.68,0,4,normal
281.03,2251,164946,1601,1557,1217.53,1,1,normal
269.39,3703,6591588,2058,2006,1026.27,0,2,normal
225.84,481,1506156,902,2246,709.89,0,5,normal
261.22,3740,2751208,2362,2397,1462.58,0,3,normal
78.08,1623,3852291,2044,2263,645.81,1,5,normal
183.07,2310,2233493,1476,796,1010.8,1,3,normal
147.3,2945,2845423,1835,1884,525.97,0,5,normal
194.93,1681,8930649,553,544,1171.09,0,0,normal
285.76,2397,8535519,1346,330,578.79,1,1,normal
231.41,2429,6033259,2484,1135,1303.51,1,5,normal
299.24,1131,7752390,1284,627,1163.31,1,1,normal
201.46,3073,6384765,1744,425,1126.29,0,4,normal
30.89,2345,256842,412,1438,690.77,1,1,normal
60.36,4899,5108869,1528,586,1287.65,1,2,normal
211.3,4990,6092109,2297,1387,1251.01,0,5,normal
289.9,4681,2280290,176,355,824.84,1,2,normal
225.61,1628,7640456,711,99,1347.41,0,3,normal
64.24,4925,6780184,2126,372,1069.44,1,4,normal
129.06,3932,3234559,413,2051,1062.03,1,3,normal
183.6,1691,8733074,2426,2154,1326.94,1,5,normal
203.22,1339,8002012,1357,2332,836.61,0,1,normal
111.9,325,9668222,1789,1389,1316.24,1,0,normal
160.68,3976,5252940,33,591,907.07,1,3,normal
281.61,2304,3392136,1272,2074,806.1,1,2,normal
268.31,3991,8260125,1142,1499,1484.06,1,4,normal
131.74,3101,7205717,808,2113,1057.89,1,3,normal
131.51,1149,913527,2414,269,878.39,1,0,normal
168.48,649,5061875,1843,1185,1038.46,0,2,normal
232.96,1055,8929326,247,816,1016.91,1,0,normal
274.39,1762,3130916,42,1027,1008.27,1,0,normal
57.66,4189,5134693,211,738,1172.38,0,1,normal
190.18,1069,4657678,1599,1564,833.58,0,4,normal
70.99,1049,8575659,258,2076,971.84,1,5,normal
44.55,1826,7462498,2210,1119,1440.23,1,5,normal
280.81,1140,8944133,507,173,1301.67,1,2,normal
227.71,3595,9304235,733,2222,1252.49,0,3,normal
299.29,907,1096621,1820,1085,1042.67,1,5,normal
133.61,2354,8275551,87,2426,774.04,0,2,normal
161.75,1288,4305739,2136,1265,1378.03,0,1,normal
188.18,589,4615492,304,274,692.8,0,5,normal
201.04,659,1286774,696,1316,507.64,0,5,normal
244.29,3145,405852,1884,1083,1498.14,1,0,normal
60.1,4745,4878388,2301,1218,1318.91,1,3,normal
134.0,2457,3286404,1413,2148,500.81,1,0,normal
143.56,1417,8162266,496,1118,1246.15,1,4,normal
161.34,117,437724,446,1966,685.88,0,4,normal
69.45,2962,21465,680,746,1313.07,1,5,normal
239.87,4589,649586,1638,1028,606.38,1,5,normal
64.89,4214,4575159,2240,750,697.76,1,4,normal
58.03,4129,4232682,2445,1085,520.0,1,4,normal
59.51,3088,8799845,1273,1537,1112.87,0,5,normal
84.66,2463,2230874,910,1490,504.67,1,4,normal
292.04,591,6190334,1444,604,828.06,1,2,normal
284.99,3745,2845643,1147,868,1317.66,1,1,normal
1.32,3126,5183506,74,742,947.62,1,3,normal
224.98,719,6755435,1800,1258,1051.2,0,1,normal
58.04,2909,6832447,1351,2125,1006.07,1,3,normal
279.39,1890,4303423,2278,198,818.57,1,4,normal
52.36,768,2334622,397,1994,877.94,1,3,normal
46.07,4837,1219673,784,628,902.31,0,4,normal
41.77,755,2139763,1389,950,817.77,0,3,normal
72.53,4355,2418390,1546,1948,1252.43,1,5,normal
189.27,4320,4441250,1956,2074,626.95,0,5,normal
251.88,2301,9566535,1224,931,713.26,1,3,normal
142.37,4816,8099814,789,1723,957.44,1,3,normal
160.07,4271,4878158,317,1278,903.1,1,1,normal
157.67,3142,9371742,2289,1859,1477.24,0,4,normal
101.65,2458,166801,2034,1080,1475.17,0,0,normal
106.44,2316,2794677,2267,718,1252.82,0,2,normal
166.46,4761,8784297,468,1981,1092.34,0,0,normal
69.67,2739,100301,1414,1825,561.97,1,2,normal
223.93,974,284316,2116,539,1165.94,0,0,normal
7.9,1495,6108772,877,2006,869.87,1,0,normal
175.26,210,7924381,197,981,1117.27,0,0,normal
292.44,4810,8821282,559,1608,639.83,1,1,normal
188.12,3446,9737626,2469,1196,670.15,1,4,normal
222.24,2583,9440570,1046,1474,983.12,1,5,normal
237.32,238,8670120,703,863,1316.53,1,3,normal
84.4,2531,1777096,1891,94,667.04,0,0,normal
186.68,4440,6910025,2359,2324,977.06,1,3,normal
262.87,2891,3475909,220,564,1047.17,1,0,normal
249.27,826,7307106,2349,756,834.78,1,2,normal
160.63,3419,7057785,58,1588,919.48,1,3,normal
181.72,4405,4920436,1451,1191,676.0,0,5,normal
192.39,4645,8024408,1635,470,1431.09,0,1,normal
208.74,4224,2844883,618,2088,1417.28,1,5,normal
183.31,434,9257036,187,1433,743.1,0,3,normal
177.21,4990,6269435,132,641,1446.72,0,4,normal
63.87,4383,3793783,32,404,853.02,0,0,normal
14.94,1788,4394859,1250,1225,1154.64,1,0,normal
277.95,1465,5967783,1448,396,662.11,0,4,normal
294.42,3726,1290461,1395,1270,1431.88,1,5,normal
212.85,883,5988303,2091,896,605.04,0,5,normal
61.44,816,7323407,2443,153,665.19,0,5,normal
265.58,3204,9544080,1242,1626,809.87,0,0,normal
116.03,184,6348801,2114,2388,1373.83,0,5,normal
143.12,1723,5727160,2128,846,825.79,0,2,normal
137.71,4064,2288060,1933,752,606.9,0,3,normal
115.65,426,4970332,1164,349,733.72,0,3,normal
0.73,3699,188316,806,1309,1063.32,0,5,normal
224.6,530,8483995,1736,829,993.98,1,3,normal
69.98,1914,391565,2054,1290,1463.38,0,0,normal
132.81,1379,9354009,1291,1726,556.94,1,0,normal
102.53,138,1846052,2342,497,526.4,0,3,normal
271.56,2768,9039247,940,850,944.85,1,5,normal
177.79,1218,4089755,735,1731,1117.47,1,2,normal
19.47,1039,3309907,1939,1901,771.22,1,2,normal
270.18,4564,5763804,1253,2418,759.82,0,4,normal
61.85,1444,4024079,446,2032,1010.0,0,0,normal
249.18,2387,1649664,1627,382,541.55,0,3,normal
8.57,3103,219889,665,2197,501.26,0,3,normal
232.64,3510,8050929,2185,890,746.97,0,4,normal
263.32,701,9807145,1149,1723,1445.15,1,4,normal
256.19,4050,8436017,1345,1527,628.02,1,3,normal
213.54,4038,4105931,258,2431,646.09,1,2,normal
128.61,3386,2231530,368,2250,516.63,0,3,normal
95.66,1466,1096906,1642,1841,678.78,0,2,normal
87.53,1947,8423834,213,2254,1402.83,0,0,normal
69.12,2066,4189548,183,1532,984.28,0,5,normal
243.64,4702,5037751,2173,1267,803.02,0,1,normal
275.58,463,3407297,2091,1178,1244.58,0,1,normal
175.11,57,6294301,596,94,967.28,0,4,normal
285.75,2071,629076,2302,945,932.4,1,5,normal
161.98,4277,797961,60,420,1013.59,1,2,normal
244.21,3663,8816287,119,685,1040.86,0,2,normal
205.42,3179,7407781,297,1131,955.59,1,4,normal
282.81,254,7917651,2017,1272,1354.82,1,3,normal
145.29,2303,2215516,870,1747,1156.51,0,1,normal
132.31,1857,2422650,614,844,581.88,1,5,normal
217.29,180,37290,2465,869,1309.66,0,2,normal
220.9,4998,6566292,370,1223,624.8,1,2,normal
102.81,1799,7552263,546,1559,1072.15,1,0,normal
284.48,723,7856695,712,1008,1475.76,1,0,normal
85.99,3742,2422445,2371,1688,1143.24,0,1,normal
296.3,4502,8113355,2465,1465,1294.44,0,1,normal
199.8,3970,8978672,1385,1433,894.42,0,1,normal
281.13,1403,2538038,246,1524,1159.96,0,2,normal
55.66,3027,6134377,2005,54,1232.93,1,4,normal
182.1,3522,897134,1060,1820,837.92,0,3,normal
49.38,3755,289825,1850,618,1263.96,0,1,normal
94.71,3214,1114866,987,415,629.63,0,0,normal
297.4,3200,762707,1155,466,1039.96,0,4,normal
104.53,3033,3330034,646,605,658.79,0,3,normal
165.0,4033,2734612,1435,260,1352.73,1,0,normal
210.68,2181,7065351,1410,1872,1445.94,0,0,normal
124.32,659,8255181,743,194,808.27,1,2,normal
78.23,4191,2827427,1944,2301,1382.44,0,4,normal
127.45,3811,2917397,147,1992,978.64,0,1,normal
213.35,126,5190663,2430,240,1024.9,0,0,normal
53.08,4616,8630904,215,1292,1247.54,0,5,normal
215.88,3380,5389330,1420,1235,985.25,1,1,normal
220.58,1585,8994344,2243,139,704.6,1,0,normal
167.58,3923,5846950,556,2088,1174.55,1,4,normal
154.42,4577,1135086,1559,1726,1459.27,1,4,normal
112.21,4874,8614796,403,893,1261.74,1,5,normal
143.64,1341,2415788,417,234,717.86,0,0,normal
291.82,1200,8694617,1900,47,1267.08,1,3,normal
72.03,1671,8020342,1584,348,1419.12,1,0,normal
190.36,4419,5543289,297,141,578.68,1,4,normal
272.52,3191,3708314,1797,2410,1113.58,0,5,normal
270.01,1778,6724715,218,1897,804.16,1,2,normal
284.1,3411,8312641,1316,355,1440.01,1,2,normal
144.58,4543,7293467,1006,1753,1040.8,1,2,normal
261.27,2936,4262577,307,1305,761.64,1,2,normal
248.45,2145,6882635,559,1258,813.14,0,3,normal
56.68,649,6576618,2026,2210,992.33,0,5,normal
276.76,1782,258644,1107,1150,577.52,1,5,normal
272.94,1589,4173097,81,699,755.09,1,3,normal
211.04,1532,1037553,1684,2169,556.22,0,1,normal
44.8,4923,517594,2398,68,974.26,0,0,normal
71.47,2628,9272083,437,1156,748.01,0,4,normal
298.26,1425,9674672,2466,1099,1259.66,0,1,normal
119.73,4145,3416496,1413,1663,962.21,0,0,normal
272.53,3150,6392232,892,963,819.28,1,5,normal
89.44,4909,8602697,1453,163,756.96,1,5,normal
145.66,356,8852740,1686,1125,904.03,0,2,normal
78.5,1700,6934754,1348,1914,586.85,1,3,normal
63.59,2686,5081348,1512,1867,1476.74,1,4,normal
58.96,1716,4762825,2346,1028,983.45,0,3,normal
117.86,2225,3415124,1867,2448,863.96,0,1,normal
206.77,823,5331072,622,1495,1085.57,1,3,normal
96.21,556,6629259,1965,320,614.88,1,4,normal
136.18,4435,8493049,125,643,860.76,0,1,normal
291.03,4216,3659368,1846,1532,575.76,1,4,normal
213.01,4397,4057832,432,852,1455.34,1,3,normal
176.89,3845,5820509,1383,2244,1352.12,0,1,normal
293.1,160,2749667,1842,47,800.78,0,1,normal
234.99,3791,5782210,243,1556,933.0,0,3,normal
71.75,3487,3270787,2478,1607,1165.61,1,3,normal
250.86,311,3185586,2375,1777,500.3,1,5,normal
68.01,1097,1745427,1874,1142,1081.83,0,1,normal
206.17,3412,2624884,182,1465,816.42,0,2,normal
5.33,4602,9493413,1848,1787,926.68,1,2,normal
26.15,1657,2056929,940,1637,1481.26,0,0,normal
126.24,4603,1209934,783,943,995.02,1,2,normal
233.78,2681,6839263,1663,510,1486.16,0,4,normal
183.32,4230,3777669,99,2353,1089.54,1,1,normal
236.83,2741,1082435,989,1916,902.99,0,2,normal
108.51,1202,7551192,1525,951,923.34,1,2,normal
52.17,2540,1209555,239,1500,1061.82,0,1,normal
140.48,4472,485242,2426,2252,805.36,1,4,normal
236.86,3614,4745961,934,2439,977.0,0,1,normal
198.94,3319,2905099,1852,1224,1355.38,0,2,normal
41.82,214,7644526,85,1827,1127.58,0,3,normal
268.26,2421,1671658,1982,1082,598.4,0,0,normal
240.79,1535,4489001,903,945,1016.97,0,0,normal
260.36,1379,1978655,1433,1365,1130.07,0,1,normal
104.03,2418,6160256,2388,1544,1262.58,0,5,normal
94.74,1255,9743082,1207,610,1027.95,0,1,normal
257.59,3505,9201355,2042,1125,1106.81,0,0,normal
187.42,4075,368428,190,387,788.78,0,0,normal
15.91,3107,4619556,1726,1994,1223.46,0,1,normal
196.65,3426,9835881,1192,1973,1321.3,1,2,normal
269.28,913,5094343,1878,503,1378.48,1,5,normal
15.79,4158,2833623,1409,1474,625.63,0,0,normal
261.29,3278,660564,288,1369,834.27,1,2,normal
190.69,129,6652363,2195,1010,1357.24,1,0,normal
148.61,3355,4294947,56,2062,999.31,0,4,normal
93.39,2763,789366,400,1574,695.78,1,1,normal
237.87,1446,6943323,963,1682,857.4,0,5,normal
155.3,3788,5777321,524,55,1115.11,1,2,normal
257.86,3761,3447975,54,2390,815.92,0,2,normal
217.32,4605,5362265,2052,1512,780.96,1,4,normal
294.22,4153,28167,1225,941,758.79,0,1,normal
287.86,163,6832671,2370,396,1448.21,1,5,normal
94.99,474,4272137,701,2390,974.24,1,0,normal
171.44,86,5978796,2434,1654,1102.44,1,0,normal
129.11,1471,4751978,292,1454,592.94,0,0,normal
70.73,2324,457720,656,2237,604.93,1,2,normal
88.29,546,3278345,1327,56,851.48,1,5,normal
118.04,4016,2183486,787,2293,1376.98,1,3,normal
280.17,2120,8209274,2034,516,1365.84,0,2,normal
189.67,984,2252380,2062,1034,641.76,1,1,normal
259.94,3232,1413363,2289,2305,834.79,0,5,normal
179.63,3053,4197944,1261,941,600.55,0,3,normal
172.26,3597,4285737,1998,1260,780.19,0,1,normal
119.28,1852,4180030,1418,51,562.69,1,2,normal
211.42,4636,3701184,853,111,1268.86,0,5,normal
225.37,4781,1302719,1926,323,508.5,1,0,normal
214.18,115,7241364,2285,2060,1114.03,0,5,normal
195.29,2834,526955,1934,1088,731.39,0,5,normal
235.02,4120,9607676,1244,1147,1083.01,0,3,normal
279.51,1626,9891101,1810,924,1477.3,1,0,normal
147.42,3536,7213280,2175,1983,1107.38,0,2,normal
172.46,4043,6355825,1989,2322,1479.34,1,4,normal
146.23,2074,3622499,351,1227,538.37,0,2,normal
49.63,3705,808215,538,1096,1454.12,0,5,normal
144.88,3414,1089730,263,1270,1080.65,0,4,normal
204.8,2792,8571694,556,676,701.35,0,1,normal
125.94,440,1619068,1128,443,1296.7,0,1,normal
129.21,932,4159157,1274,1559,1280.1,1,0,normal
295.25,3420,2007091,646,1648,1124.4,0,0,normal
177.31,1605,7961496,221,1395,1157.68,0,0,normal
18.03,666,935815,1451,100,652.43,0,3,normal
255.54,2674,9786782,453,1056,1424.6,1,2,normal
152.9,2286,7306371,2384,800,1034.41,1,0,normal
98.15,3959,441680,1246,931,567.21,0,5,normal
15.83,3164,7131891,1669,305,889.93,1,5,normal
290.64,3268,7127049,732,1516,983.87,0,2,normal
64.44,4631,7030814,705,1649,847.37,0,3,normal
181.84,1949,1751899,2239,1777,1442.27,1,2,normal
177.34,4180,1358430,900,822,708.96,1,4,normal
171.3,430,2906671,1145,369,1347.27,0,5,normal
192.93,401,6691033,1764,877,1003.69,0,5,normal
67.54,4426,5386886,191,678,633.73,0,0,normal
55.96,101,6034048,343,248,630.34,0,4,normal
16.19,2500,1597775,2378,1060,1153.85,1,5,normal
166.56,1255,3299791,533,2276,866.88,0,0,normal
14.3,4687,7630940,1431,1692,852.39,0,5,normal
285.01,4415,5015234,1231,2259,664.87,1,5,normal
85.47,197,6351880,201,1348,533.52,1,0,normal
288.37,2483,8589624,1334,127,587.0,1,3,normal
265.26,2762,8215405,1295,684,898.58,1,0,normal
269.27,4704,5395026,1966,815,1389.77,1,1,normal
245.09,3169,5993211,2155,1336,1205.42,1,4,normal
244.68,4644,2222344,373,204,1439.23,0,3,normal
286.13,786,1686852,1654,1233,1149.41,1,1,normal
12.61,2363,6974132,103,852,746.54,1,0,normal
88.27,4092,2912085,1960,651,514.79,0,1,normal
291.86,4165,6687046,142,1994,763.79,0,0,normal
279.87,2721,1860286,1598,2125,1399.86,1,4,normal
103.18,3178,9855214,2194,1977,1459.21,1,3,normal
143.02,141,8803557,1574,868,1119.12,0,2,normal
53.64,2347,596284,743,1437,1064.76,0,0,normal
291.4,4405,9271056,2279,2046,986.04,0,0,normal
40.59,1442,6920540,2222,664,729.47,1,1,normal
83.13,134,4284991,993,2116,703.03,0,0,normal
73.4,3520,606924,2240,1268,1101.21,1,5,normal
22.38,2103,1643518,1416,1548,600.76,1,0,normal
116.77,1468,7007379,1892,1863,980.63,1,3,normal
299.96,1404,1251474,2366,983,1212.53,1,2,normal
16.39,2299,4147271,394,1735,723.16,1,2,normal
16.09,2057,2441362,1368,2482,810.44,1,1,normal
59.09,4467,9451595,1496,1702,1207.81,1,5,normal
161.35,3752,1691443,933,1789,1338.01,0,3,normal
74.5,3148,6369094,852,180,781.34,0,5,normal
